ig_id,profile_img,Freq_Day_post,image_sum_comment,image_sum_like_view,image_mean_comment,image_mean_like_view,video_sum_comment,video_sum_like_view,video_sum_comment,video_sum_like_view,video_sum_comment,video_sum_like_view,no_of_hashtag,no_of_content_words,no_of_emoji,no_of_post_alt_words,profile_img_array,image_html_link,image_html_link,Added_HK_IG,political_words,Hong_Kong_words,Food_words,Beauty_words,Sport_words,Travel_words,Music_words,Education_words,Art_words,Acting_words
lgvietnam,scrap_web_details_image/lgvietnam_profile.png,0.3076851851851852,26.0,187.0,1.7333333333333334,12.466666666666669,69.0,47355.0,69.0,47355.0,69.0,47355.0,94.0,37277.0,55.0,32361.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081174CA0>,"<img src=""scrap_web_details_image/lgvietnam_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/lgvietnam_profile.png"" width=""60"" >",0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
licharlia,scrap_web_details_image/licharlia_profile.png,12.0,28.0,856.0,3.111111111111111,95.11111111111111,,,,,,,124.0,3814.0,10.0,1708.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276A30>,"<img src=""scrap_web_details_image/licharlia_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/licharlia_profile.png"" width=""60"" >",0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lidi_k,scrap_web_details_image/lidi_k_profile.png,0.0,,,,,43.0,6624.0,43.0,6624.0,43.0,6624.0,0.0,12.0,0.0,102.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081174400>,"<img src=""scrap_web_details_image/lidi_k_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/lidi_k_profile.png"" width=""60"" >",3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lightisthenight,scrap_web_details_image/lightisthenight_profile.png,0.0,,,,,624.0,788000.0,624.0,788000.0,624.0,788000.0,0.0,6.0,0.0,158.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116D970>,"<img src=""scrap_web_details_image/lightisthenight_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/lightisthenight_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liliankan,scrap_web_details_image/liliankan_profile.png,0.0,,,,,102.0,88531.0,102.0,88531.0,102.0,88531.0,7.0,453.0,4.0,170.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081153B80>,"<img src=""scrap_web_details_image/liliankan_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/liliankan_profile.png"" width=""60"" >",5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lily_wong_0703,scrap_web_details_image/lily_wong_0703_profile.png,0.0,,,,,344.0,45000.0,344.0,45000.0,344.0,45000.0,0.0,100.0,4.0,100.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117EB20>,"<img src=""scrap_web_details_image/lily_wong_0703_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/lily_wong_0703_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lilybethxchen,scrap_web_details_image/lilybethxchen_profile.png,0.0,,,,,1.0,298.0,1.0,298.0,1.0,298.0,0.0,26.0,2.0,184.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115E790>,"<img src=""scrap_web_details_image/lilybethxchen_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/lilybethxchen_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limankit_lizli,scrap_web_details_image/limankit_lizli_profile.png,1.8846064814814816,377.0,24471.0,14.5,941.1923076923076,,,,,,,266.0,10590.0,5.0,6708.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127CC40>,"<img src=""scrap_web_details_image/limankit_lizli_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/limankit_lizli_profile.png"" width=""60"" >",0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,58.0,21.0
lingchengg,scrap_web_details_image/lingchengg_profile.png,0.0,,,,,6.0,2165.0,6.0,2165.0,6.0,2165.0,2.0,105.0,3.0,206.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116D220>,"<img src=""scrap_web_details_image/lingchengg_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/lingchengg_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
littlemsfoodie,scrap_web_details_image/littlemsfoodie_profile.png,0.0,,,,,99.0,2382.0,99.0,2382.0,99.0,2382.0,2.0,957.0,31.0,456.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E850>,"<img src=""scrap_web_details_image/littlemsfoodie_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/littlemsfoodie_profile.png"" width=""60"" >",4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llh.story,scrap_web_details_image/llh.story_profile.png,0.0,,,,,5.0,413.0,5.0,413.0,5.0,413.0,1.0,123.0,0.0,265.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E460>,"<img src=""scrap_web_details_image/llh.story_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/llh.story_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llokmann,scrap_web_details_image/llokmann_profile.png,4.541666666666667,4332.0,550000.0,196.9090909090909,25000.0,26.0,29200.0,26.0,29200.0,26.0,29200.0,17.0,3782.0,23.0,4134.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276970>,"<img src=""scrap_web_details_image/llokmann_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/llokmann_profile.png"" width=""60"" >",0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,6.0
loktungcilla,scrap_web_details_image/loktungcilla_profile.png,0.0,,,,,2.0,943.0,2.0,943.0,2.0,943.0,4.0,260.0,10.0,161.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081153BB0>,"<img src=""scrap_web_details_image/loktungcilla_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/loktungcilla_profile.png"" width=""60"" >",3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lokyi_mui,scrap_web_details_image/lokyi_mui_profile.png,8.916666666666666,471.0,33772.0,67.28571428571429,4824.571428571428,0.0,441.0,0.0,441.0,0.0,441.0,4.0,2763.0,52.0,2239.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081284370>,"<img src=""scrap_web_details_image/lokyi_mui_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/lokyi_mui_profile.png"" width=""60"" >",4,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lokyilai,scrap_web_details_image/lokyilai_profile.png,2.038460648148148,147.0,18175.0,8.166666666666666,1009.7222222222222,0.0,209.0,0.0,209.0,0.0,209.0,52.0,10398.0,58.0,8429.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081153040>,"<img src=""scrap_web_details_image/lokyilai_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/lokyilai_profile.png"" width=""60"" >",1,0.0,16.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0
lokyin_cg,scrap_web_details_image/lokyin_cg_profile.png,5.333333333333333,0.0,85.0,0.0,85.0,7.0,12055.0,7.0,12055.0,7.0,12055.0,0.0,256.0,1.0,425.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081284D30>,"<img src=""scrap_web_details_image/lokyin_cg_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/lokyin_cg_profile.png"" width=""60"" >",4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
lookrightt,scrap_web_details_image/lookrightt_profile.png,0.0,,,,,3.0,394.0,3.0,394.0,3.0,394.0,2.0,908.0,14.0,165.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116D820>,"<img src=""scrap_web_details_image/lookrightt_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/lookrightt_profile.png"" width=""60"" >",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loui5ng,scrap_web_details_image/loui5ng_profile.png,0.0,,,,,2.0,125.0,2.0,125.0,2.0,125.0,0.0,4.0,0.0,125.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081174C40>,"<img src=""scrap_web_details_image/loui5ng_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/loui5ng_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lovestoryhk,scrap_web_details_image/lovestoryhk_profile.png,4.24,1633.0,90890.0,68.04166666666667,3787.0833333333335,241.0,16000.0,241.0,16000.0,241.0,16000.0,6.0,44826.0,206.0,24199.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116D610>,"<img src=""scrap_web_details_image/lovestoryhk_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/lovestoryhk_profile.png"" width=""60"" >",0,0.0,3.0,3.0,6.0,8.0,6.0,10.0,21.0,0.0,2.0
lqamy,scrap_web_details_image/lqamy_profile.png,7.0,1299.0,157063.0,99.92307692307692,12081.76923076923,170.0,119000.0,170.0,119000.0,170.0,119000.0,15.0,5663.0,13.0,5118.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA0811741F0>,"<img src=""scrap_web_details_image/lqamy_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/lqamy_profile.png"" width=""60"" >",0,0.0,4.0,0.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0
lsb.co,scrap_web_details_image/lsb.co_profile.png,0.0,,,,,32.0,5579.0,32.0,5579.0,32.0,5579.0,0.0,56.0,0.0,172.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116D340>,"<img src=""scrap_web_details_image/lsb.co_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/lsb.co_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ltmptofficial,scrap_web_details_image/ltmptofficial_profile.png,0.0,,,,,4.0,489.0,4.0,489.0,4.0,489.0,1.0,750.0,1.0,750.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081153280>,"<img src=""scrap_web_details_image/ltmptofficial_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/ltmptofficial_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lukhoo,scrap_web_details_image/lukhoo_profile.png,0.0,,,,,14.0,3483.0,14.0,3483.0,14.0,3483.0,2.0,147.0,4.0,149.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115EAF0>,"<img src=""scrap_web_details_image/lukhoo_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/lukhoo_profile.png"" width=""60"" >",0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lvlvlcy,scrap_web_details_image/lvlvlcy_profile.png,0.0,,,,,25.0,64000.0,25.0,64000.0,25.0,64000.0,0.0,22.0,0.0,199.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276280>,"<img src=""scrap_web_details_image/lvlvlcy_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/lvlvlcy_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lwc_ricko_rlrl,scrap_web_details_image/lwc_ricko_rlrl_profile.png,0.0,,,,,,,,,,,,,,,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081165580>,"<img src=""scrap_web_details_image/lwc_ricko_rlrl_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/lwc_ricko_rlrl_profile.png"" width=""60"" >",0,,,,,,,,,,
ly_joxx,scrap_web_details_image/ly_joxx_profile.png,4.217384259259259,,,,,121.0,10200.0,121.0,10200.0,121.0,10200.0,10.0,3339.0,17.0,3616.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116DA30>,"<img src=""scrap_web_details_image/ly_joxx_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/ly_joxx_profile.png"" width=""60"" >",13,0.0,3.0,0.0,3.0,1.0,4.0,0.0,2.0,0.0,0.0
lynnx1010,scrap_web_details_image/lynnx1010_profile.png,9.75,293.0,18036.0,41.85714285714285,2576.5714285714284,89.0,2744.0,89.0,2744.0,89.0,2744.0,14.0,1335.0,18.0,1721.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081174C70>,"<img src=""scrap_web_details_image/lynnx1010_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/lynnx1010_profile.png"" width=""60"" >",0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
lyricsthings,scrap_web_details_image/lyricsthings_profile.png,0.0,,,,,,,,,,,,,,,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276430>,"<img src=""scrap_web_details_image/lyricsthings_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/lyricsthings_profile.png"" width=""60"" >",0,,,,,,,,,,
ma_chun_wai,scrap_web_details_image/ma_chun_wai_profile.png,0.0,,,,,4425.0,1502000.0,4425.0,1502000.0,4425.0,1502000.0,0.0,72.0,2.0,273.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115EE20>,"<img src=""scrap_web_details_image/ma_chun_wai_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/ma_chun_wai_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maanavihomes,scrap_web_details_image/maanavihomes_profile.png,0.3846064814814814,350.0,26007.0,14.583333333333334,1083.625,51.0,28000.0,51.0,28000.0,51.0,28000.0,97.0,8923.0,28.0,7092.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081165370>,"<img src=""scrap_web_details_image/maanavihomes_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/maanavihomes_profile.png"" width=""60"" >",0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
maboboma,scrap_web_details_image/maboboma_profile.png,8.571423611111111,307.0,16303.0,51.16666666666666,2717.1666666666665,43.0,4380.0,43.0,4380.0,43.0,4380.0,3.0,413.0,6.0,1232.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA0811652E0>,"<img src=""scrap_web_details_image/maboboma_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/maboboma_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
magiclouisyan,scrap_web_details_image/magiclouisyan_profile.png,0.0,,,,,26.0,8863.0,26.0,8863.0,26.0,8863.0,11.0,261.0,2.0,171.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E5B0>,"<img src=""scrap_web_details_image/magiclouisyan_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/magiclouisyan_profile.png"" width=""60"" >",1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mai.journal,scrap_web_details_image/mai.journal_profile.png,5.842094907407407,1052.0,72519.0,55.36842105263158,3816.7894736842095,,,,,,,4.0,17894.0,76.0,6720.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E0D0>,"<img src=""scrap_web_details_image/mai.journal_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/mai.journal_profile.png"" width=""60"" >",0,0.0,18.0,8.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0
mak_cheung_ching,scrap_web_details_image/mak_cheung_ching_profile.png,0.0,,,,,22.0,953.0,22.0,953.0,22.0,953.0,1.0,19.0,0.0,19.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081174AF0>,"<img src=""scrap_web_details_image/mak_cheung_ching_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/mak_cheung_ching_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
malisheep,scrap_web_details_image/malisheep_profile.png,1.3461458333333334,773.0,48910.0,29.73076923076923,1881.1538461538464,,,,,,,6.0,21213.0,80.0,15547.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081174310>,"<img src=""scrap_web_details_image/malisheep_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/malisheep_profile.png"" width=""60"" >",0,0.0,5.0,0.0,0.0,2.0,6.0,1.0,10.0,1.0,0.0
mamamamarket,scrap_web_details_image/mamamamarket_profile.png,0.0,,,,,43.0,4771.0,43.0,4771.0,43.0,4771.0,3.0,1745.0,30.0,215.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081165CD0>,"<img src=""scrap_web_details_image/mamamamarket_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/mamamamarket_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
mandieskwok,scrap_web_details_image/mandieskwok_profile.png,16.6,53.0,16310.0,13.25,4077.5,3.0,801.0,3.0,801.0,3.0,801.0,0.0,425.0,1.0,1007.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115E8B0>,"<img src=""scrap_web_details_image/mandieskwok_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/mandieskwok_profile.png"" width=""60"" >",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mangielo,scrap_web_details_image/mangielo_profile.png,11.125,280.0,13524.0,40.0,1932.0,8.0,1123.0,8.0,1123.0,8.0,1123.0,5.0,1411.0,24.0,1424.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081284280>,"<img src=""scrap_web_details_image/mangielo_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/mangielo_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manner__official,scrap_web_details_image/manner__official_profile.png,0.8461458333333334,568.0,165563.0,51.63636363636363,15051.181818181818,215.0,92800.0,215.0,92800.0,215.0,92800.0,10.0,5094.0,19.0,5462.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C880>,"<img src=""scrap_web_details_image/manner__official_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/manner__official_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,1.0
mansonvibes,scrap_web_details_image/mansonvibes_profile.png,1.5384606481481482,1401.0,51863.0,60.91304347826087,2254.913043478261,63.0,82000.0,63.0,82000.0,63.0,82000.0,41.0,25377.0,86.0,18051.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E910>,"<img src=""scrap_web_details_image/mansonvibes_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/mansonvibes_profile.png"" width=""60"" >",0,0.0,8.0,0.0,19.0,4.0,2.0,42.0,5.0,1.0,5.0
manyeeb,scrap_web_details_image/manyeeb_profile.png,20.8,90.0,4047.0,22.5,1011.75,58.0,1181.0,58.0,1181.0,58.0,1181.0,0.0,295.0,2.0,658.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E580>,"<img src=""scrap_web_details_image/manyeeb_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/manyeeb_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
margaretzhang,scrap_web_details_image/margaretzhang_profile.png,6.0,632.0,74426.0,45.142857142857146,5316.142857142857,,,,,,,1.0,21487.0,20.0,4929.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C730>,"<img src=""scrap_web_details_image/margaretzhang_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/margaretzhang_profile.png"" width=""60"" >",0,0.0,0.0,0.0,3.0,1.0,2.0,4.0,2.0,3.0,3.0
marialuisaleitao,scrap_web_details_image/marialuisaleitao_profile.png,0.0,,,,,,,,,,,,,,,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115E4C0>,"<img src=""scrap_web_details_image/marialuisaleitao_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/marialuisaleitao_profile.png"" width=""60"" >",6,,,,,,,,,,
mastamic,scrap_web_details_image/mastamic_profile.png,0.0,7.0,532.0,7.0,532.0,,,,,,,0.0,249.0,0.0,155.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081284730>,"<img src=""scrap_web_details_image/mastamic_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/mastamic_profile.png"" width=""60"" >",1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
matthew_hkp,scrap_web_details_image/matthew_hkp_profile.png,0.0,,,,,255.0,346684.0,255.0,346684.0,255.0,346684.0,6.0,410.0,4.0,418.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081153D90>,"<img src=""scrap_web_details_image/matthew_hkp_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/matthew_hkp_profile.png"" width=""60"" >",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maverick_au,scrap_web_details_image/maverick_au_profile.png,2.6153819444444446,39.0,1142.0,1.5,43.92307692307692,,,,,,,192.0,8447.0,2.0,7625.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276DF0>,"<img src=""scrap_web_details_image/maverick_au_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/maverick_au_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,162.0,2.0,1.0,2.0,0.0,0.0
mayaoo,scrap_web_details_image/mayaoo_profile.png,0.0,,,,,13.0,522.0,13.0,522.0,13.0,522.0,5.0,470.0,1.0,470.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115E580>,"<img src=""scrap_web_details_image/mayaoo_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/mayaoo_profile.png"" width=""60"" >",5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maybemeii,scrap_web_details_image/maybemeii_profile.png,7.25,60.0,686.0,8.571428571428571,98.0,396.0,244000.0,396.0,244000.0,396.0,244000.0,0.0,2558.0,10.0,1689.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127CA60>,"<img src=""scrap_web_details_image/maybemeii_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/maybemeii_profile.png"" width=""60"" >",8,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0
mcheung1201,scrap_web_details_image/mcheung1201_profile.png,0.0,,,,,22.0,3769.0,22.0,3769.0,22.0,3769.0,0.0,185.0,1.0,187.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117EA90>,"<img src=""scrap_web_details_image/mcheung1201_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/mcheung1201_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mechann_,scrap_web_details_image/mechann__profile.png,0.0,,,,,0.0,3091.0,0.0,3091.0,0.0,3091.0,7.0,790.0,6.0,186.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081165310>,"<img src=""scrap_web_details_image/mechann__profile.png"" width=""60"" >","<img src=""scrap_web_details_image/mechann__profile.png"" width=""60"" >",12,0.0,0.0,0.0,22.0,0.0,0.0,0.0,4.0,0.0,0.0
meendeenjinggung,scrap_web_details_image/meendeenjinggung_profile.png,4.086956018518518,655.0,86523.0,46.785714285714285,6180.214285714285,53.0,2890.0,53.0,2890.0,53.0,2890.0,6.0,1151.0,8.0,2244.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081165D60>,"<img src=""scrap_web_details_image/meendeenjinggung_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/meendeenjinggung_profile.png"" width=""60"" >",3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
meethkcom,scrap_web_details_image/meethkcom_profile.png,0.0,,,,,20.0,27616.0,20.0,27616.0,20.0,27616.0,2.0,575.0,21.0,575.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115E400>,"<img src=""scrap_web_details_image/meethkcom_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/meethkcom_profile.png"" width=""60"" >",0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mei_ytbbbb,scrap_web_details_image/mei_ytbbbb_profile.png,8.428564814814814,406.0,150000.0,58.0,21428.571428571428,,,,,,,0.0,1166.0,15.0,1616.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116DD60>,"<img src=""scrap_web_details_image/mei_ytbbbb_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/mei_ytbbbb_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
melomelojai,scrap_web_details_image/melomelojai_profile.png,0.0,,,,,223.0,16800.0,223.0,16800.0,223.0,16800.0,8.0,430.0,2.0,185.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA0811740D0>,"<img src=""scrap_web_details_image/melomelojai_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/melomelojai_profile.png"" width=""60"" >",0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
melvinjohnrodas,scrap_web_details_image/melvinjohnrodas_profile.png,15.0,45.0,2491.0,9.0,498.2,,,,,,,33.0,1709.0,12.0,1715.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C700>,"<img src=""scrap_web_details_image/melvinjohnrodas_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/melvinjohnrodas_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0
mensunohk,scrap_web_details_image/mensunohk_profile.png,0.5384606481481482,204.0,6519.0,8.5,271.625,5.0,3083.0,5.0,3083.0,5.0,3083.0,212.0,15426.0,0.0,12040.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127CDF0>,"<img src=""scrap_web_details_image/mensunohk_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/mensunohk_profile.png"" width=""60"" >",0,0.0,5.0,0.0,22.0,7.0,1.0,14.0,5.0,25.0,4.0
michele_monique_reis,scrap_web_details_image/michele_monique_reis_profile.png,0.0,,,,,10.0,832.0,10.0,832.0,10.0,832.0,2.0,362.0,1.0,228.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA0811534C0>,"<img src=""scrap_web_details_image/michele_monique_reis_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/michele_monique_reis_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
michellewsn,scrap_web_details_image/michellewsn_profile.png,0.0,,,,,78.0,10900.0,78.0,10900.0,78.0,10900.0,0.0,176.0,0.0,143.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA0811538E0>,"<img src=""scrap_web_details_image/michellewsn_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/michellewsn_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
